Month,Department,Account,Vendor,Description,Budget,Actual,Variance,Variance_%,Notes,ApprovalStatus,RiskFlag,WeightedValue,CAC,ROAS,DaysLate
2025-02,Sales,Refunds,Acme Retail,Chargeback - Sales,6332.02,9827.96,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-02; refunds recorded,Needs review,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-05,Ops,Utilities,Comcast Business,Electricity & water - Ops,3825.03,3926.49,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-05; utilities recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-09,IT,Refunds,Acme Retail,Service credit issued - IT,9360.4,7140.14,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-09; refunds recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-08,Ops,Refunds,Northwind Traders,Chargeback - Ops,855.69,920.1,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-08; refunds recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-03,HR,Utilities,Verizon,Internet service - HR,1666.89,1881.46,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-03; utilities recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-06,HR,COGS,Uline,Inventory replenishment - HR,54718.76,59545.58,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-06; cogs recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-02,Ops,Utilities,Comcast Business,Phone service - Ops,3390.41,3820.21,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-02; utilities recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-07,Sales,Rent,Riverfront Holdings,Shared workspace fees - Sales,8857.34,8287.69,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-07; rent recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-06,Ops,Revenue,Wayne Enterprises,Project milestone billing - Ops,126691.72,125152.99,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-06; revenue recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-04,Sales,Revenue,Wayne Enterprises,Renewal receipts - Sales,156827.12,149764.6,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-04; revenue recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-12,Marketing,Utilities,PG&E,Phone service - Marketing,1823.22,1584.15,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-12; utilities recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-06,Sales,Advertising,LinkedIn,Sponsorship placement - Sales,16544.93,14270.3,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-06; advertising recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-04,Ops,COGS,NFI,Production inputs - Ops,59741.16,60251.56,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-04; cogs recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-08,Sales,Software,Atlassian,Productivity suite - Sales,1274.69,1237.77,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-08; software recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-10,Marketing,COGS,McMaster-Carr,Materials for fulfillment - Marketing,89339.22,98818.95,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-10; cogs recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-02,Ops,Travel,Delta,Hotel & airfare - Ops,7671.01,55723.92,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-02; travel recorded,Needs review,Outlier,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
